City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
puerto ayora,-0.7393,-90.3518,24.75,100,97,2.22,EC,Wed Feb 21 22:12:58 2024
ar ruways,24.1103,52.7306,19.33,61,0,6.11,AE,Wed Feb 21 22:12:58 2024
arteche,12.2645,125.4048,28.76,59,33,3.98,PH,Wed Feb 21 22:12:58 2024
college,64.8569,-147.8028,-5.01,76,75,3.6,US,Wed Feb 21 22:12:58 2024
diego martin,10.7005,-61.5342,23.97,86,95,3.19,TT,Wed Feb 21 22:10:31 2024
tura,25.5198,90.2201,20.73,43,93,1.75,IN,Wed Feb 21 22:12:59 2024
nagqu,31.5,92.0,-4.98,41,100,9.69,CN,Wed Feb 21 22:12:59 2024
port moresby,-9.4431,147.1797,24.14,93,100,5.88,PG,Wed Feb 21 22:12:59 2024
muravlenko,63.7898,74.523,-16.2,95,100,6.44,RU,Wed Feb 21 22:12:59 2024
taoudenni,22.6783,-3.9836,18.09,23,0,9.39,ML,Wed Feb 21 22:12:59 2024
minas de marcona,-15.2119,-75.1103,19.12,84,90,2.29,PE,Wed Feb 21 22:13:00 2024
altayskoye,51.9533,85.3325,-20.14,83,10,0.35,RU,Wed Feb 21 22:13:00 2024
bikenibeu village,1.3673,173.1241,30.98,79,40,4.12,KI,Wed Feb 21 22:13:00 2024
hithadhoo,-0.6,73.0833,26.73,81,100,9.34,MV,Wed Feb 21 22:13:00 2024
mabaruma,8.2,-59.7833,23.39,86,55,1.48,GY,Wed Feb 21 22:13:00 2024
egilsstadir,65.2653,-14.3948,-7.37,87,74,3.72,IS,Wed Feb 21 22:13:00 2024
san patricio,28.017,-97.5169,20.47,85,0,9.0,US,Wed Feb 21 22:13:01 2024
margaret river,-33.95,115.0667,23.41,44,0,6.51,AU,Wed Feb 21 22:13:01 2024
walvis bay,-22.9575,14.5053,16.16,86,53,3.08,NA,Wed Feb 21 22:13:06 2024
chonchi,-42.6128,-73.8092,12.29,98,98,1.42,CL,Wed Feb 21 22:13:06 2024
vilyuchinsk,52.9306,158.4028,-9.85,69,100,7.22,RU,Wed Feb 21 22:13:06 2024
touros,-5.1989,-35.4608,25.91,84,32,1.13,BR,Wed Feb 21 22:13:06 2024
gadzhiyevo,69.2551,33.3362,-4.6,95,100,4.21,RU,Wed Feb 21 22:13:07 2024
kemer,36.5978,30.5606,12.1,77,96,1.72,TR,Wed Feb 21 22:13:07 2024
phanom thuan,14.1303,99.6986,33.72,29,1,2.56,TH,Wed Feb 21 22:13:07 2024
talnakh,69.4865,88.3972,-17.11,93,100,6.51,RU,Wed Feb 21 22:13:07 2024
sao felix do xingu,-6.6447,-51.995,22.66,98,100,0.52,BR,Wed Feb 21 22:11:30 2024
san pedro,14.35,121.0167,32.57,60,20,5.14,PH,Wed Feb 21 22:13:08 2024
stanley,54.868,-1.6985,6.82,91,20,4.12,GB,Wed Feb 21 22:13:08 2024
sferracavallo,42.726,12.0956,9.69,92,77,1.7,IT,Wed Feb 21 22:13:08 2024
kristiansund,63.1115,7.732,7.03,65,100,2.57,NO,Wed Feb 21 22:13:08 2024
naze,28.3667,129.4833,19.51,79,100,5.3,JP,Wed Feb 21 22:13:09 2024
colonia,50.9333,6.95,10.23,95,100,3.09,DE,Wed Feb 21 22:08:45 2024
mermoz boabab,14.7065,-17.4758,24.31,54,95,7.37,SN,Wed Feb 21 22:13:09 2024
invercargill,-46.4,168.35,17.23,67,10,5.36,NZ,Wed Feb 21 22:13:09 2024
arraial do cabo,-22.9661,-42.0278,24.04,94,100,10.47,BR,Wed Feb 21 22:13:09 2024
port-vila,-17.7338,168.3219,30.78,74,75,5.66,VU,Wed Feb 21 22:13:10 2024
ilulissat,69.2167,-51.1,-20.96,95,16,3.15,GL,Wed Feb 21 22:13:10 2024
nosy varika,-20.5833,48.5333,23.93,83,93,1.77,MG,Wed Feb 21 22:13:10 2024
pisco,-13.7,-76.2167,25.03,83,40,6.17,PE,Wed Feb 21 22:13:10 2024
utrik,11.2278,169.8474,26.56,82,99,8.57,MH,Wed Feb 21 22:13:11 2024
vadso,70.0744,29.7487,-2.91,93,75,5.14,NO,Wed Feb 21 22:13:11 2024
hamilton,39.1834,-84.5333,13.64,50,100,4.63,US,Wed Feb 21 22:09:56 2024
port alfred,-33.5906,26.891,18.78,80,77,5.25,ZA,Wed Feb 21 22:13:12 2024
yuzhno-kurilsk,44.0306,145.8556,-7.01,75,99,7.65,RU,Wed Feb 21 22:13:12 2024
crane,31.3974,-102.3501,20.61,14,87,4.54,US,Wed Feb 21 22:13:13 2024
kimbe,-5.5502,150.1429,27.23,86,98,1.19,PG,Wed Feb 21 22:10:20 2024
az zubayr,30.3945,47.7011,14.86,51,0,2.91,IQ,Wed Feb 21 22:13:13 2024
bethel,41.3712,-73.414,1.2,66,100,0.0,US,Wed Feb 21 22:13:14 2024
truro,50.2653,-5.0544,11.42,85,100,8.23,GB,Wed Feb 21 22:11:03 2024
lerwick,60.1545,-1.1494,6.0,76,37,7.1,GB,Wed Feb 21 22:13:14 2024
olonkinbyen,70.9221,-8.7187,0.26,98,100,4.62,SJ,Wed Feb 21 22:13:14 2024
badger,64.8,-147.5333,-5.05,84,75,3.6,US,Wed Feb 21 22:13:15 2024
skovorodino,53.9833,123.9167,-12.08,63,2,3.98,RU,Wed Feb 21 22:11:05 2024
yanchep,-31.55,115.6833,30.07,33,0,5.14,AU,Wed Feb 21 22:13:15 2024
tosontsengel,48.7567,98.2839,-21.3,88,64,1.02,MN,Wed Feb 21 22:13:15 2024
krasavino,60.9614,46.4814,-10.6,95,100,3.3,RU,Wed Feb 21 22:13:16 2024
nossa senhora da gloria,-10.2183,-37.4203,24.15,86,99,4.05,BR,Wed Feb 21 22:13:16 2024
laojunmiao,39.8333,97.7333,-10.69,88,100,2.08,CN,Wed Feb 21 22:13:16 2024
ust-nera,64.5667,143.2,-26.72,96,100,1.42,RU,Wed Feb 21 22:13:16 2024
estancia,-11.2683,-37.4383,24.29,96,100,1.81,BR,Wed Feb 21 22:13:17 2024
ancud,-41.8697,-73.8203,12.07,86,100,2.42,CL,Wed Feb 21 22:13:17 2024
saldanha,-33.0117,17.9442,16.97,75,31,7.29,ZA,Wed Feb 21 22:13:17 2024
iwanai,42.9744,140.5089,-4.86,76,100,5.33,JP,Wed Feb 21 22:13:18 2024
keflavik,64.0049,-22.5624,1.24,93,100,3.6,IS,Wed Feb 21 22:13:18 2024
kerikeri,-35.2268,173.9474,23.84,71,50,3.75,NZ,Wed Feb 21 22:13:18 2024
kayangel,8.0823,134.7173,27.63,79,71,8.87,PW,Wed Feb 21 22:13:23 2024
motueka,-41.1333,173.0167,19.6,60,100,2.58,NZ,Wed Feb 21 22:13:23 2024
praia da vitoria,38.7333,-27.0667,14.86,82,78,8.87,PT,Wed Feb 21 22:13:24 2024
madarounfa,13.3087,7.156,23.88,16,98,4.5,NE,Wed Feb 21 22:13:24 2024
shakiso,5.75,38.9167,15.57,61,99,2.61,ET,Wed Feb 21 22:13:24 2024
saint-joseph,-21.3667,55.6167,25.21,84,95,6.82,RE,Wed Feb 21 22:13:25 2024
grahamstown,-33.3042,26.5328,14.19,83,67,2.27,ZA,Wed Feb 21 22:13:25 2024
aljezur,37.3191,-8.8033,13.34,87,91,2.51,PT,Wed Feb 21 22:13:25 2024
saipan,15.1355,145.701,29.39,70,75,9.26,MP,Wed Feb 21 22:13:25 2024
fort bragg,35.139,-79.006,5.67,79,0,0.0,US,Wed Feb 21 22:13:26 2024
san luis de la loma,17.2706,-100.8939,24.47,66,0,2.26,MX,Wed Feb 21 22:13:26 2024
port lincoln,-34.7333,135.8667,22.97,59,74,7.99,AU,Wed Feb 21 22:13:26 2024
shatrovo,56.5167,64.6333,-26.19,87,100,3.07,RU,Wed Feb 21 22:13:26 2024
dzhambeyty,50.2536,52.595,-22.09,83,1,3.07,KZ,Wed Feb 21 22:13:27 2024
envira,-7.3,-70.2167,23.8,97,100,1.27,BR,Wed Feb 21 22:13:27 2024
kavalerovo,44.2661,135.0572,-10.81,60,69,7.15,RU,Wed Feb 21 22:12:23 2024
noyabrsk,63.1994,75.4507,-17.6,94,100,7.0,RU,Wed Feb 21 22:13:27 2024
hawaiian paradise park,19.5933,-154.9731,22.73,77,0,2.06,US,Wed Feb 21 22:13:28 2024
udachny,66.4167,112.4,-16.42,84,4,3.29,RU,Wed Feb 21 22:13:28 2024
mandal,25.45,74.5667,21.44,15,21,2.34,IN,Wed Feb 21 22:13:28 2024
tenenkou,14.4572,-4.9169,19.85,14,81,4.52,ML,Wed Feb 21 22:13:28 2024
punta arenas,-53.15,-70.9167,6.06,81,75,4.12,CL,Wed Feb 21 22:13:28 2024
panama city beach,30.1766,-85.8055,13.92,81,0,0.89,US,Wed Feb 21 22:08:57 2024
rawson,-43.3002,-65.1023,21.52,59,86,11.67,AR,Wed Feb 21 22:13:29 2024
cabedelo,-6.9811,-34.8339,26.37,81,31,2.24,BR,Wed Feb 21 22:13:29 2024
vorgashor,67.5833,63.95,-13.04,95,100,6.58,RU,Wed Feb 21 22:13:30 2024
bengkulu,-3.8004,102.2655,24.55,93,100,2.32,ID,Wed Feb 21 22:13:30 2024
trairi,-3.2778,-39.2689,23.46,94,100,1.4,BR,Wed Feb 21 22:12:56 2024
revelstoke,50.9832,-118.2023,4.18,95,100,0.33,CA,Wed Feb 21 22:13:30 2024
mino,34.8269,135.4706,10.79,71,99,6.05,JP,Wed Feb 21 22:08:53 2024
tobelo,1.7284,128.0095,29.25,72,97,4.26,ID,Wed Feb 21 22:13:31 2024
nogliki,51.8333,143.1667,-18.14,67,64,6.71,RU,Wed Feb 21 22:13:31 2024
mildura,-34.2,142.15,40.6,23,3,7.69,AU,Wed Feb 21 22:13:31 2024
cannonvale,-20.2833,148.7,29.66,79,100,2.89,AU,Wed Feb 21 22:13:31 2024
midvagur,62.0511,-7.1939,2.46,93,100,1.54,FO,Wed Feb 21 22:13:31 2024
badiyah,22.45,58.8,20.29,58,0,1.72,OM,Wed Feb 21 22:13:32 2024
mbeni,-11.5014,43.3775,26.15,76,100,6.15,KM,Wed Feb 21 22:13:32 2024
fort mcmurray,56.7268,-111.381,-2.28,78,81,2.41,CA,Wed Feb 21 22:12:36 2024
salekhard,66.53,66.6019,-11.54,89,100,4.52,RU,Wed Feb 21 22:13:32 2024
jesup,31.6074,-81.8854,6.86,81,0,0.0,US,Wed Feb 21 22:13:32 2024
nabire,-3.3667,135.4833,30.71,67,32,3.21,ID,Wed Feb 21 22:13:33 2024
ulladulla,-35.35,150.4667,29.06,52,3,4.28,AU,Wed Feb 21 22:13:33 2024
armacao de buzios,-22.7469,-41.8817,23.72,96,100,7.72,BR,Wed Feb 21 22:13:33 2024
papatowai,-46.5619,169.4708,16.04,66,5,2.08,NZ,Wed Feb 21 22:13:33 2024
sur,22.5667,59.5289,23.01,58,0,5.65,OM,Wed Feb 21 22:13:34 2024
petukhovo,55.0692,67.9019,-30.11,95,89,2.51,RU,Wed Feb 21 22:13:34 2024
brisas de zicatela,15.8369,-97.0419,24.49,68,0,1.72,MX,Wed Feb 21 22:13:34 2024
boende,-0.2167,20.8667,22.57,82,99,0.97,CD,Wed Feb 21 22:13:35 2024
atbasar,51.8,68.3333,-28.08,89,98,3.25,KZ,Wed Feb 21 22:13:35 2024
fort william,56.8165,-5.1121,5.17,87,100,3.67,GB,Wed Feb 21 22:13:35 2024
fale old settlement,-9.3852,-171.2468,29.78,72,90,4.18,TK,Wed Feb 21 22:13:35 2024
papao,-17.75,-149.55,29.81,73,80,2.95,PF,Wed Feb 21 22:13:36 2024
vernon,50.2581,-119.2691,7.01,89,84,0.25,CA,Wed Feb 21 22:13:36 2024
acarau,-2.8856,-40.12,23.81,95,100,1.88,BR,Wed Feb 21 22:13:36 2024
wangjing,24.6,94.0333,17.99,72,71,0.92,IN,Wed Feb 21 22:13:36 2024
seven pagodas,12.6264,80.1722,29.03,64,27,3.98,IN,Wed Feb 21 22:13:36 2024
katabu,-4.9333,122.5167,31.57,57,100,2.29,ID,Wed Feb 21 22:13:37 2024
saudarkrokur,65.7461,-19.6394,-6.75,83,40,3.85,IS,Wed Feb 21 22:13:37 2024
bosobolo,4.1833,19.9,23.87,55,100,0.68,CD,Wed Feb 21 22:13:37 2024
gao,16.6362,1.637,21.48,12,100,5.06,ML,Wed Feb 21 22:13:37 2024
nova sintra,14.8667,-24.7167,20.64,70,100,9.35,CV,Wed Feb 21 22:13:38 2024
dampit,-8.2116,112.7493,31.67,55,74,2.26,ID,Wed Feb 21 22:13:38 2024
lauro de freitas,-12.8944,-38.3272,27.01,94,40,2.06,BR,Wed Feb 21 22:13:38 2024
iskateley,67.6803,53.1512,-18.88,96,94,3.58,RU,Wed Feb 21 22:13:39 2024
birsk,55.4211,55.5428,-26.17,100,100,1.53,RU,Wed Feb 21 22:13:39 2024
mayya,61.7333,130.2811,-29.38,94,100,1.33,RU,Wed Feb 21 22:13:39 2024
moose jaw,50.4001,-105.5344,-7.67,93,15,3.23,CA,Wed Feb 21 22:13:39 2024
namibe,-15.1961,12.1522,24.84,70,100,2.5,AO,Wed Feb 21 22:13:40 2024
arkhara,49.4212,130.0842,-14.57,76,49,6.26,RU,Wed Feb 21 22:13:40 2024
moroni,-11.7022,43.2551,28.44,81,100,6.54,KM,Wed Feb 21 22:13:40 2024
whakatane,-37.9585,176.9854,22.51,78,64,3.13,NZ,Wed Feb 21 22:10:58 2024
la passe,45.5549,-0.8967,11.66,84,100,7.61,FR,Wed Feb 21 22:13:41 2024
klyuchi,52.2667,79.1667,-23.45,86,13,2.89,RU,Wed Feb 21 22:13:41 2024
haiku-pauwela,20.9219,-156.3051,23.01,69,40,6.69,US,Wed Feb 21 22:13:42 2024
kirando,-7.4167,30.6,22.97,81,100,2.43,TZ,Wed Feb 21 22:13:42 2024
smithers,54.7804,-127.1743,-1.52,96,85,0.36,CA,Wed Feb 21 22:13:42 2024
erbil,36.1926,44.0106,3.9,100,32,1.54,IQ,Wed Feb 21 22:13:43 2024
sovetskaya gavan',48.9723,140.2878,-13.83,54,1,3.67,RU,Wed Feb 21 22:13:43 2024
suva,-18.1416,178.4415,29.71,74,75,3.6,FJ,Wed Feb 21 22:13:43 2024
al 'amarah,31.8406,47.1396,13.4,59,0,3.64,IQ,Wed Feb 21 22:13:44 2024
springbok,-29.6643,17.8865,12.61,66,0,0.97,ZA,Wed Feb 21 22:13:44 2024
linxia chengguanzhen,35.6003,103.2064,-6.49,77,100,1.96,CN,Wed Feb 21 22:13:44 2024
aasiaat,68.7098,-52.8699,-16.06,96,77,9.96,GL,Wed Feb 21 22:13:44 2024
belmonte,-15.8631,-38.8828,25.55,90,100,4.35,BR,Wed Feb 21 22:13:45 2024
dalai,45.5,124.3,-8.04,28,12,3.81,CN,Wed Feb 21 22:13:45 2024
newman,37.3138,-121.0208,13.49,86,77,1.34,US,Wed Feb 21 22:13:45 2024
mejit,10.2753,170.8646,26.81,83,56,8.52,MH,Wed Feb 21 22:13:45 2024
ceres,37.5949,-120.9577,12.77,73,0,2.57,US,Wed Feb 21 22:09:04 2024
longyearbyen,78.2186,15.6401,-11.09,85,75,3.09,SJ,Wed Feb 21 22:13:46 2024
kismayo,-0.3582,42.5454,27.1,84,100,8.15,SO,Wed Feb 21 22:13:46 2024
roswell,34.0232,-84.3616,11.88,56,0,1.54,US,Wed Feb 21 22:13:46 2024
topi,34.0704,72.6236,12.1,44,21,1.53,PK,Wed Feb 21 22:13:46 2024
tsiombe,-25.3,45.4833,25.19,75,71,2.78,MG,Wed Feb 21 22:13:47 2024
punta del este,-34.9667,-54.95,21.04,88,0,2.68,UY,Wed Feb 21 22:13:47 2024
amahai,-3.3333,128.9167,31.22,65,85,2.22,ID,Wed Feb 21 22:13:47 2024
tolanaro,-25.0319,46.9987,24.04,85,0,3.71,MG,Wed Feb 21 22:13:48 2024
sitangkai,4.6628,119.3928,27.65,76,14,3.17,PH,Wed Feb 21 22:13:48 2024
sao francisco do sul,-26.2433,-48.6381,21.7,93,57,1.21,BR,Wed Feb 21 22:08:54 2024
spanish wells,26.323,-81.7957,15.54,78,0,2.06,US,Wed Feb 21 22:13:48 2024
kalampaka,39.7044,21.6269,6.29,88,73,0.5,GR,Wed Feb 21 22:13:49 2024
barghat,22.0333,79.7167,25.33,28,10,5.82,IN,Wed Feb 21 22:13:49 2024
carnot,4.9409,15.8665,21.34,48,92,1.36,CF,Wed Feb 21 22:13:49 2024
eydhafushi,5.1033,73.0708,28.03,73,83,3.18,MV,Wed Feb 21 22:13:49 2024
grand falls-windsor,48.9332,-55.6649,-17.13,95,18,2.59,CA,Wed Feb 21 22:13:50 2024
bel ombre,-4.6167,55.4167,28.82,79,100,6.27,SC,Wed Feb 21 22:13:50 2024
kyosai,34.8503,128.5886,5.66,78,100,9.85,KR,Wed Feb 21 22:13:50 2024
mananara,-16.1667,49.7667,25.0,82,49,1.71,MG,Wed Feb 21 22:13:50 2024
vila do maio,15.1333,-23.2167,23.21,70,95,8.69,CV,Wed Feb 21 22:13:50 2024
ouro preto do oeste,-10.7481,-62.2158,22.05,99,100,2.01,BR,Wed Feb 21 22:13:51 2024
laminusa,5.5549,120.9136,27.41,74,48,1.5,PH,Wed Feb 21 22:13:51 2024
hami,42.8,93.45,-4.61,80,99,2.39,CN,Wed Feb 21 22:13:51 2024
kone,-21.0595,164.8658,30.85,64,58,2.21,NC,Wed Feb 21 22:13:51 2024
lebu,-37.6167,-73.65,14.28,91,100,3.26,CL,Wed Feb 21 22:13:52 2024
chui,-33.6971,-53.4616,19.37,86,4,2.91,UY,Wed Feb 21 22:13:52 2024
wad rawah,15.1603,33.1397,22.62,45,60,5.15,SD,Wed Feb 21 22:13:52 2024
tajerouine,35.8917,8.5528,4.49,91,0,1.32,TN,Wed Feb 21 22:13:52 2024
lubao,14.9167,120.55,34.04,42,5,5.05,PH,Wed Feb 21 22:13:53 2024
pahlgam,34.0333,75.3333,-4.03,64,41,1.15,IN,Wed Feb 21 22:13:53 2024
nantucket,41.2835,-70.0995,-1.94,80,20,2.06,US,Wed Feb 21 22:13:53 2024
hutchinson island south,27.2995,-80.2205,14.01,79,0,2.24,US,Wed Feb 21 22:13:53 2024
petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,79,75,9.0,RU,Wed Feb 21 22:13:53 2024
al bawiti,28.3492,28.8659,10.08,79,0,3.84,EG,Wed Feb 21 22:13:54 2024
pukchil-lodongjagu,40.2019,125.7483,-1.11,49,44,2.04,KP,Wed Feb 21 22:13:54 2024
rio gallegos,-51.6226,-69.2181,10.03,93,100,6.69,AR,Wed Feb 21 22:09:13 2024
konakovo,56.7,36.7667,-7.15,94,91,2.95,RU,Wed Feb 21 22:13:54 2024
isafjordur,66.0755,-23.124,-2.51,86,43,2.25,IS,Wed Feb 21 22:13:55 2024
korpilahti,62.0167,25.55,0.3,97,100,3.25,FI,Wed Feb 21 22:13:55 2024
sibiu,45.8,24.15,0.77,93,0,1.03,RO,Wed Feb 21 22:13:55 2024
twon-brass,4.3151,6.2418,28.13,83,98,3.83,NG,Wed Feb 21 22:13:55 2024
sandnessjoen,66.0217,12.6316,4.29,73,100,11.43,NO,Wed Feb 21 22:13:55 2024
uige,-7.6087,15.0613,20.4,97,100,0.88,AO,Wed Feb 21 22:13:55 2024
burang,30.25,81.1667,-12.0,85,100,3.46,CN,Wed Feb 21 22:13:56 2024
